,degree_age_range,state,degree,age_range,estimate,margin_of_error,state_abbrev,4_year_pct_students_loans_avg,4_year_avg_student_loans_avg,2-3_year_pct_students_loans_avg,2-3_year_avg_student_loans_avg,<2_year_pct_students_loans_avg,<2_year_avg_student_loans_avg,education,fed_student_loans_per_year,total_fed_student_loans,monthly_payment,total_cost_of_fed_loan,age_starting_work,y_intercept,gross_at_starting_age,gross_at_39
951,40_to_64_years_Education,Nevada,Education,40_to_64_years,62581.0,2187.0,NV,37.36363636363637,6775.545454545455,83.5,7379.25,66.72727272727273,6532.545454545455,Bachelors_degree,6775.545454545455,27102.18181818182,294.12989173354634,35295.58700802556,22,-1349496.5870080255,27285.412991974437,1091162.4129919745
952,40_to_64_years_Literature_and_Languages,Nevada,Literature_and_Languages,40_to_64_years,65741.0,12262.0,NV,37.36363636363637,6775.545454545455,83.5,7379.25,66.72727272727273,6532.545454545455,Bachelors_degree,6775.545454545455,27102.18181818182,294.12989173354634,35295.58700802556,22,-1415856.5870080255,30445.412991974437,1148042.4129919745
953,40_to_64_years_Liberal_Arts_and_History,Nevada,Liberal_Arts_and_History,40_to_64_years,64117.0,10624.0,NV,37.36363636363637,6775.545454545455,83.5,7379.25,66.72727272727273,6532.545454545455,Bachelors_degree,6775.545454545455,27102.18181818182,294.12989173354634,35295.58700802556,22,-1381752.5870080255,28821.412991974437,1118810.4129919745
954,40_to_64_years_Visual_and_Performing_Arts,Nevada,Visual_and_Performing_Arts,40_to_64_years,61830.0,9254.0,NV,37.36363636363637,6775.545454545455,83.5,7379.25,66.72727272727273,6532.545454545455,Bachelors_degree,6775.545454545455,27102.18181818182,294.12989173354634,35295.58700802556,22,-1333725.5870080255,26534.412991974437,1077644.4129919745
955,40_to_64_years_Communications,Nevada,Communications,40_to_64_years,75902.0,13323.0,NV,37.36363636363637,6775.545454545455,83.5,7379.25,66.72727272727273,6532.545454545455,Bachelors_degree,6775.545454545455,27102.18181818182,294.12989173354634,35295.58700802556,22,-1629237.5870080255,40606.41299197444,1330940.4129919745
956,40_to_64_years_Other,Nevada,Other,40_to_64_years,68023.0,7207.0,NV,37.36363636363637,6775.545454545455,83.5,7379.25,66.72727272727273,6532.545454545455,Bachelors_degree,6775.545454545455,27102.18181818182,294.12989173354634,35295.58700802556,22,-1463778.5870080255,32727.412991974437,1189118.4129919745
958,25_to_39_years_25_to_39_years,New_Hampshire,Combined_25_to_39_years,25_to_39_years,68184.0,3003.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1471077.0868427765,28970.913157223556,1188098.9131572235
959,25_to_39_years_Computers_Mathematics_and_Statistics,New_Hampshire,Computers_Mathematics_and_Statistics,25_to_39_years,84025.0,11060.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1803738.0868427765,44811.91315722356,1473236.9131572235
960,25_to_39_years_Biological_Agricultural_and_Environmental_Sciences,New_Hampshire,Biological_Agricultural_and_Environmental_Sciences,25_to_39_years,62292.0,7487.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1347345.0868427765,23078.913157223556,1082042.9131572235
961,25_to_39_years_Physical_and_Related_Sciences,New_Hampshire,Physical_and_Related_Sciences,25_to_39_years,77774.0,10943.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1672467.0868427765,38560.91315722356,1360718.9131572235
962,25_to_39_years_Psychology,New_Hampshire,Psychology,25_to_39_years,56110.0,10588.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1217523.0868427765,16896.913157223556,970766.9131572236
963,25_to_39_years_Social_Sciences,New_Hampshire,Social_Sciences,25_to_39_years,68284.0,11125.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1473177.0868427765,29070.913157223556,1189898.9131572235
964,25_to_39_years_Engineering,New_Hampshire,Engineering,25_to_39_years,92974.0,7999.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1991667.0868427765,53760.91315722356,1634318.9131572235
965,25_to_39_years_Multidisciplinary_Studies,New_Hampshire,Multidisciplinary_Studies,25_to_39_years,80870.0,15581.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1737483.0868427765,41656.91315722356,1416446.9131572235
966,25_to_39_years_Science_and_Engineering_Related_Fields,New_Hampshire,Science_and_Engineering_Related_Fields,25_to_39_years,72898.0,2009.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1570071.0868427765,33684.91315722356,1272950.9131572235
967,25_to_39_years_Business,New_Hampshire,Business,25_to_39_years,80129.0,9105.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1721922.0868427765,40915.91315722356,1403108.9131572235
968,25_to_39_years_Education,New_Hampshire,Education,25_to_39_years,50097.0,4689.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1091250.0868427765,10883.913157223556,862532.9131572236
969,25_to_39_years_Literature_and_Languages,New_Hampshire,Literature_and_Languages,25_to_39_years,57242.0,4231.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1241295.0868427765,18028.913157223556,991142.9131572236
970,25_to_39_years_Liberal_Arts_and_History,New_Hampshire,Liberal_Arts_and_History,25_to_39_years,53622.0,8208.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1165275.0868427765,14408.913157223556,925982.9131572236
971,25_to_39_years_Visual_and_Performing_Arts,New_Hampshire,Visual_and_Performing_Arts,25_to_39_years,40463.0,6727.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-888936.0868427764,1249.9131572235565,689120.9131572236
972,25_to_39_years_Communications,New_Hampshire,Communications,25_to_39_years,61724.0,5968.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1335417.0868427765,22510.913157223556,1071818.9131572235
973,25_to_39_years_Other,New_Hampshire,Other,25_to_39_years,63065.0,12265.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1363578.0868427765,23851.913157223556,1095956.9131572235
974,40_to_64_years_40_to_64_years,New_Hampshire,40_to_64_years,40_to_64_years,85413.0,2646.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1832886.0868427765,46199.91315722356,1498220.9131572235
975,40_to_64_years_Computers_Mathematics_and_Statistics,New_Hampshire,Computers_Mathematics_and_Statistics,40_to_64_years,126534.0,12909.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-2696427.0868427763,87320.91315722355,2238398.9131572237
976,40_to_64_years_Biological_Agricultural_and_Environmental_Sciences,New_Hampshire,Biological_Agricultural_and_Environmental_Sciences,40_to_64_years,86500.0,14080.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1855713.0868427765,47286.91315722356,1517786.9131572235
977,40_to_64_years_Physical_and_Related_Sciences,New_Hampshire,Physical_and_Related_Sciences,40_to_64_years,101782.0,31189.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-2176635.0868427763,62568.91315722356,1792862.9131572235
978,40_to_64_years_Psychology,New_Hampshire,Psychology,40_to_64_years,65989.0,5777.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1424982.0868427765,26775.913157223556,1148588.9131572235
979,40_to_64_years_Social_Sciences,New_Hampshire,Social_Sciences,40_to_64_years,91702.0,6825.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1964955.0868427765,52488.91315722356,1611422.9131572235
980,40_to_64_years_Engineering,New_Hampshire,Engineering,40_to_64_years,136174.0,12901.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-2898867.0868427763,96960.91315722355,2411918.9131572237
981,40_to_64_years_Multidisciplinary_Studies,New_Hampshire,Multidisciplinary_Studies,40_to_64_years,104288.0,38041.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-2229261.0868427763,65074.91315722356,1837970.9131572235
982,40_to_64_years_Science_and_Engineering_Related_Fields,New_Hampshire,Science_and_Engineering_Related_Fields,40_to_64_years,83125.0,8000.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1784838.0868427765,43911.91315722356,1457036.9131572235
983,40_to_64_years_Business,New_Hampshire,Business,40_to_64_years,85777.0,11066.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1840530.0868427765,46563.91315722356,1504772.9131572235
984,40_to_64_years_Education,New_Hampshire,Education,40_to_64_years,68894.0,6289.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1485987.0868427765,29680.913157223556,1200878.9131572235
985,40_to_64_years_Literature_and_Languages,New_Hampshire,Literature_and_Languages,40_to_64_years,70888.0,6358.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1527861.0868427765,31674.913157223556,1236770.9131572235
986,40_to_64_years_Liberal_Arts_and_History,New_Hampshire,Liberal_Arts_and_History,40_to_64_years,77360.0,17489.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1663773.0868427765,38146.91315722356,1353266.9131572235
987,40_to_64_years_Visual_and_Performing_Arts,New_Hampshire,Visual_and_Performing_Arts,40_to_64_years,74013.0,7750.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1593486.0868427765,34799.91315722356,1293020.9131572235
988,40_to_64_years_Communications,New_Hampshire,Communications,40_to_64_years,79214.0,12586.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1702707.0868427765,40000.91315722356,1386638.9131572235
989,40_to_64_years_Other,New_Hampshire,Other,40_to_64_years,71947.0,6054.0,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944.0,Bachelors_degree,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1550100.0868427765,32733.913157223556,1255832.9131572235
991,25_to_39_years_25_to_39_years,New_Jersey,Combined_25_to_39_years,25_to_39_years,73867.0,867.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-1589772.080997002,35301.919002997936,1291040.919002998
992,25_to_39_years_Computers_Mathematics_and_Statistics,New_Jersey,Computers_Mathematics_and_Statistics,25_to_39_years,95475.0,6150.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-2043540.080997002,56909.919002997936,1679984.919002998
993,25_to_39_years_Biological_Agricultural_and_Environmental_Sciences,New_Jersey,Biological_Agricultural_and_Environmental_Sciences,25_to_39_years,75516.0,3948.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-1624401.080997002,36950.919002997936,1320722.919002998
994,25_to_39_years_Physical_and_Related_Sciences,New_Jersey,Physical_and_Related_Sciences,25_to_39_years,72437.0,3334.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-1559742.080997002,33871.919002997936,1265300.919002998
995,25_to_39_years_Psychology,New_Jersey,Psychology,25_to_39_years,61104.0,1814.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-1321749.080997002,22538.919002997936,1061306.919002998
996,25_to_39_years_Social_Sciences,New_Jersey,Social_Sciences,25_to_39_years,76594.0,4880.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-1647039.080997002,38028.919002997936,1340126.919002998
997,25_to_39_years_Engineering,New_Jersey,Engineering,25_to_39_years,100180.0,2901.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-2142345.080997002,61614.919002997936,1764674.919002998
998,25_to_39_years_Multidisciplinary_Studies,New_Jersey,Multidisciplinary_Studies,25_to_39_years,62978.0,11316.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-1361103.080997002,24412.919002997936,1095038.919002998
999,25_to_39_years_Science_and_Engineering_Related_Fields,New_Jersey,Science_and_Engineering_Related_Fields,25_to_39_years,74650.0,2324.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-1606215.080997002,36084.919002997936,1305134.919002998
1000,25_to_39_years_Business,New_Jersey,Business,25_to_39_years,82725.0,2657.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-1775790.080997002,44159.919002997936,1450484.919002998
1001,25_to_39_years_Education,New_Jersey,Education,25_to_39_years,61140.0,1377.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-1322505.080997002,22574.919002997936,1061954.919002998
1002,25_to_39_years_Literature_and_Languages,New_Jersey,Literature_and_Languages,25_to_39_years,60880.0,3425.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-1317045.080997002,22314.919002997936,1057274.919002998
1003,25_to_39_years_Liberal_Arts_and_History,New_Jersey,Liberal_Arts_and_History,25_to_39_years,61148.0,8039.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-1322673.080997002,22582.919002997936,1062098.919002998
1004,25_to_39_years_Visual_and_Performing_Arts,New_Jersey,Visual_and_Performing_Arts,25_to_39_years,60789.0,4903.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-1315134.080997002,22223.919002997936,1055636.919002998
1005,25_to_39_years_Communications,New_Jersey,Communications,25_to_39_years,72325.0,4212.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-1557390.080997002,33759.919002997936,1263284.919002998
1006,25_to_39_years_Other,New_Jersey,Other,25_to_39_years,63324.0,3023.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-1368369.080997002,24758.919002997936,1101266.919002998
1007,40_to_64_years_40_to_64_years,New_Jersey,40_to_64_years,40_to_64_years,100229.0,1040.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-2143374.080997002,61663.919002997936,1765556.919002998
1008,40_to_64_years_Computers_Mathematics_and_Statistics,New_Jersey,Computers_Mathematics_and_Statistics,40_to_64_years,131492.0,7322.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-2799897.080997002,92926.91900299794,2328290.919002998
1009,40_to_64_years_Biological_Agricultural_and_Environmental_Sciences,New_Jersey,Biological_Agricultural_and_Environmental_Sciences,40_to_64_years,114250.0,8443.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-2437815.080997002,75684.91900299794,2017934.919002998
1010,40_to_64_years_Physical_and_Related_Sciences,New_Jersey,Physical_and_Related_Sciences,40_to_64_years,108230.0,8512.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-2311395.080997002,69664.91900299794,1909574.919002998
1011,40_to_64_years_Psychology,New_Jersey,Psychology,40_to_64_years,82640.0,3748.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-1774005.080997002,44074.919002997936,1448954.919002998
1012,40_to_64_years_Social_Sciences,New_Jersey,Social_Sciences,40_to_64_years,103504.0,3702.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-2212149.080997002,64938.919002997936,1824506.919002998
1013,40_to_64_years_Engineering,New_Jersey,Engineering,40_to_64_years,142412.0,8034.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-3029217.080997002,103846.91900299794,2524850.919002998
1014,40_to_64_years_Multidisciplinary_Studies,New_Jersey,Multidisciplinary_Studies,40_to_64_years,72409.0,14091.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-1559154.080997002,33843.919002997936,1264796.919002998
1015,40_to_64_years_Science_and_Engineering_Related_Fields,New_Jersey,Science_and_Engineering_Related_Fields,40_to_64_years,102497.0,2607.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-2191002.080997002,63931.919002997936,1806380.919002998
1016,40_to_64_years_Business,New_Jersey,Business,40_to_64_years,102984.0,2339.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-2201229.080997002,64418.919002997936,1815146.919002998
1017,40_to_64_years_Education,New_Jersey,Education,40_to_64_years,77443.0,3170.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-1664868.080997002,38877.919002997936,1355408.919002998
1018,40_to_64_years_Literature_and_Languages,New_Jersey,Literature_and_Languages,40_to_64_years,82088.0,5593.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-1762413.080997002,43522.919002997936,1439018.919002998
1019,40_to_64_years_Liberal_Arts_and_History,New_Jersey,Liberal_Arts_and_History,40_to_64_years,89072.0,5729.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-1909077.080997002,50506.919002997936,1564730.919002998
1020,40_to_64_years_Visual_and_Performing_Arts,New_Jersey,Visual_and_Performing_Arts,40_to_64_years,75182.0,5439.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-1617387.080997002,36616.919002997936,1314710.919002998
1021,40_to_64_years_Communications,New_Jersey,Communications,40_to_64_years,84759.0,7172.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-1818504.080997002,46193.919002997936,1487096.919002998
1022,40_to_64_years_Other,New_Jersey,Other,40_to_64_years,85312.0,4218.0,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,Bachelors_degree,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-1830117.080997002,46746.919002997936,1497050.919002998
1024,25_to_39_years_25_to_39_years,New_Mexico,Combined_25_to_39_years,25_to_39_years,56948.0,2616.0,NM,34.166666666666664,6000.7,12.0,4694.631578947368,70.75,6916.0,Bachelors_degree,6000.7,24002.8,260.49345446298054,31259.214535557665,22,-1227167.2145355577,25688.785464442335,993804.7854644423
1025,25_to_39_years_Computers_Mathematics_and_Statistics,New_Mexico,Computers_Mathematics_and_Statistics,25_to_39_years,73382.0,17606.0,NM,34.166666666666664,6000.7,12.0,4694.631578947368,70.75,6916.0,Bachelors_degree,6000.7,24002.8,260.49345446298054,31259.214535557665,22,-1572281.2145355577,42122.785464442335,1289616.7854644423
1026,25_to_39_years_Biological_Agricultural_and_Environmental_Sciences,New_Mexico,Biological_Agricultural_and_Environmental_Sciences,25_to_39_years,60151.0,11304.0,NM,34.166666666666664,6000.7,12.0,4694.631578947368,70.75,6916.0,Bachelors_degree,6000.7,24002.8,260.49345446298054,31259.214535557665,22,-1294430.2145355577,28891.785464442335,1051458.7854644423
1027,25_to_39_years_Physical_and_Related_Sciences,New_Mexico,Physical_and_Related_Sciences,25_to_39_years,66155.0,28865.0,NM,34.166666666666664,6000.7,12.0,4694.631578947368,70.75,6916.0,Bachelors_degree,6000.7,24002.8,260.49345446298054,31259.214535557665,22,-1420514.2145355577,34895.785464442335,1159530.7854644423
1028,25_to_39_years_Psychology,New_Mexico,Psychology,25_to_39_years,46575.0,8503.0,NM,34.166666666666664,6000.7,12.0,4694.631578947368,70.75,6916.0,Bachelors_degree,6000.7,24002.8,260.49345446298054,31259.214535557665,22,-1009334.2145355577,15315.785464442335,807090.7854644423
1029,25_to_39_years_Social_Sciences,New_Mexico,Social_Sciences,25_to_39_years,53439.0,4593.0,NM,34.166666666666664,6000.7,12.0,4694.631578947368,70.75,6916.0,Bachelors_degree,6000.7,24002.8,260.49345446298054,31259.214535557665,22,-1153478.2145355577,22179.785464442335,930642.7854644423
1030,25_to_39_years_Engineering,New_Mexico,Engineering,25_to_39_years,77362.0,6873.0,NM,34.166666666666664,6000.7,12.0,4694.631578947368,70.75,6916.0,Bachelors_degree,6000.7,24002.8,260.49345446298054,31259.214535557665,22,-1655861.2145355577,46102.785464442335,1361256.7854644423
1031,25_to_39_years_Multidisciplinary_Studies,New_Mexico,Multidisciplinary_Studies,25_to_39_years,33750.0,31510.0,NM,34.166666666666664,6000.7,12.0,4694.631578947368,70.75,6916.0,Bachelors_degree,6000.7,24002.8,260.49345446298054,31259.214535557665,22,-740009.2145355577,2490.785464442335,576240.7854644423
1032,25_to_39_years_Science_and_Engineering_Related_Fields,New_Mexico,Science_and_Engineering_Related_Fields,25_to_39_years,62345.0,8118.0,NM,34.166666666666664,6000.7,12.0,4694.631578947368,70.75,6916.0,Bachelors_degree,6000.7,24002.8,260.49345446298054,31259.214535557665,22,-1340504.2145355577,31085.785464442335,1090950.7854644423
1033,25_to_39_years_Business,New_Mexico,Business,25_to_39_years,60434.0,5205.0,NM,34.166666666666664,6000.7,12.0,4694.631578947368,70.75,6916.0,Bachelors_degree,6000.7,24002.8,260.49345446298054,31259.214535557665,22,-1300373.2145355577,29174.785464442335,1056552.7854644423
